date,series ,open,high,low,PREV. CLOSE ,ltp ,close,vwap ,52W H ,52W L ,VOLUME,VALUE ,No of trades 
28-Jan-22,EQ,713,732.8,707.5,709.1,711.2,710.15,721.58,901,500.1,3543413,"2,55,68,72,453.80",80248
31-Jan-22,EQ,719.7,723.9,714.55,710.15,717.5,716.3,718.91,901,500.1,2152066,"1,54,71,42,104.45",54645
01-Feb-22,EQ,721,744.3,720.65,716.3,739.1,738.75,731.81,901,500.1,6052108,"4,42,89,87,726.25",90513
02-Feb-22,EQ,723.9,746.85,721.5,738.75,743.5,745.2,737.29,901,500.1,6167378,"4,54,71,57,183.65",92678
03-Feb-22,EQ,744.05,745,729.4,745.2,731.4,732.5,737.41,901,500.1,2689612,"1,98,33,60,079.95",48154
04-Feb-22,EQ,735,741.15,724,732.5,725.15,726.95,731.58,901,500.1,2453595,"1,79,50,02,445.30",52953
07-Feb-22,EQ,728.8,729.9,713.35,726.95,716.5,715.15,720.51,901,550.5,2610637,"1,88,09,85,723.50",52490
08-Feb-22,EQ,719,723,703,715.15,715.35,717.8,714.3,901,550.5,3207780,"2,29,13,15,332.10",65830
09-Feb-22,EQ,722,735.4,719.05,717.8,732.75,733.45,730.09,901,550.5,3186942,"2,32,67,58,366.35",64251
10-Feb-22,EQ,736.9,741.55,728.05,733.45,730.3,731.05,734.4,901,550.5,4752601,"3,49,03,10,529.10",78316
11-Feb-22,EQ,727.9,733.9,719.45,731.05,722.1,723.7,725.8,901,550.5,3621116,"2,62,81,94,138.95",60339
14-Feb-22,EQ,714.8,714.8,691,723.7,692.5,695.75,703.02,901,610.8,6219506,"4,37,24,67,968.80",100965
15-Feb-22,EQ,699.7,722.45,690,695.75,719.05,720.6,707.62,901,610.8,3319096,"2,34,86,51,529.60",66030
16-Feb-22,EQ,724.9,750.85,722.1,720.6,737.25,740.75,741.33,901,610.8,9382605,"6,95,55,95,852.40",128156
17-Feb-22,EQ,741.1,745,731.35,740.75,733,734.2,738.47,901,610.8,3407347,"2,51,62,11,140.90",56595
18-Feb-22,EQ,729.9,739.2,725.5,734.2,728.45,727.5,732.49,901,610.8,2151557,"1,57,59,99,343.90",41060
21-Feb-22,EQ,722.7,726.75,709.55,727.5,712,711.1,716.56,901,638.1,2805791,"2,01,05,11,420.85",51846
22-Feb-22,EQ,698,711.1,685,711.1,711,705.55,696.86,901,638.1,6112926,"4,25,98,34,054.05",101897
23-Feb-22,EQ,711,719.4,705,705.55,707,706.7,712.18,901,638.1,2978284,"2,12,10,67,305.85",60389
24-Feb-22,EQ,682,688,651.95,706.7,656.8,654.85,668.81,901,638.1,9547717,"6,38,56,11,547.40",147255
25-Feb-22,EQ,674.5,703,670.25,654.85,697.5,695.15,692.34,901,638.1,5738223,"3,97,28,28,343.00",108630
28-Feb-22,EQ,690,709.65,684.5,695.15,707.2,707.5,700.1,901,638.1,4288186,"3,00,21,58,746.70",78628
02-Mar-22,EQ,702.95,717.9,697.6,707.5,710.05,710.3,709.26,901,638.1,4448558,"3,15,51,78,708.45",68822
03-Mar-22,EQ,718.8,724.6,703,710.3,708,706.7,709.72,901,638.1,7533817,"5,34,69,08,729.25",85752
04-Mar-22,EQ,699.9,710.7,689.05,706.7,698,700.15,699.98,901,638.1,7941457,"5,55,88,80,786.60",99357
07-Mar-22,EQ,690,691.7,663.55,700.15,680,677.8,675.57,901,638.1,4890958,"3,30,41,69,997.55",99202
08-Mar-22,EQ,679.65,692,670.6,677.8,689.55,688.85,683.05,901,638.1,3831397,"2,61,70,37,544.15",79726
09-Mar-22,EQ,697,718,692.7,688.85,714,714.1,708.34,901,638.1,5351552,"3,79,07,29,342.85",103313
10-Mar-22,EQ,727.9,737.65,720.6,714.1,729.5,730.4,730.32,901,638.1,5850213,"4,27,25,43,704.25",90840
11-Mar-22,EQ,729.5,731.75,722.3,730.4,726,729.45,727.9,901,638.1,2864685,"2,08,52,04,356.50",55397
14-Mar-22,EQ,725.95,733.5,724,729.45,731.35,730.55,729.75,901,638.1,1905433,"1,39,04,83,315.45",47272
15-Mar-22,EQ,733,736,716.25,730.55,719.9,721.3,728.37,901,638.1,4228582,"3,07,99,91,788.85",62879
16-Mar-22,EQ,726,729.5,721,721.3,724.4,723.8,724.45,901,638.1,2693057,"1,95,09,86,459.60",46850
17-Mar-22,EQ,730.5,743.8,729.55,723.8,738.5,740.1,738.79,901,638.1,4957379,"3,66,24,37,270.85",83927
21-Mar-22,EQ,741,750.45,725.4,740.1,734.45,735.15,738.78,901,638.1,6662688,"4,92,22,89,691.70",101109
22-Mar-22,EQ,735,743.9,723.05,735.15,739,739.15,733.94,901,638.1,5010054,"3,67,70,58,493.05",83770
23-Mar-22,EQ,747.95,751,731.8,739.15,733.8,733.75,740.43,901,638.1,4698808,"3,47,91,60,166.95",76232
24-Mar-22,EQ,733,742.3,731,733.75,732.8,733.45,736.05,901,638.1,2914647,"2,14,53,29,570.15",60268
25-Mar-22,EQ,737,746.9,730.05,733.45,744.5,743.25,738.23,901,638.1,4003497,"2,95,55,19,936.45",56980
28-Mar-22,EQ,747,749.7,726.55,743.25,735.9,737,735,901,638.1,5691095,"4,18,29,66,366.70",114682
29-Mar-22,EQ,741,766.9,738.05,737,760.25,761.95,754.87,901,638.1,11423551,"8,62,33,31,266.40",145925
30-Mar-22,EQ,768.8,775.95,762.1,761.95,765.5,767.4,769.15,901,638.1,6913983,"5,31,78,59,484.35",106951
31-Mar-22,EQ,767.4,781,765.5,767.4,772.65,774.2,774.64,901,638.1,5468951,"4,23,64,62,874.95",81182
01-Apr-22,EQ,774.5,790.7,774.5,774.2,783.5,785.75,784.47,901,638.1,6816743,"5,34,75,27,396.30",85048
04-Apr-22,EQ,791,822.15,783.65,785.75,818,818.55,804.26,901,638.1,13743062,"11,05,30,55,309.50",157980
05-Apr-22,EQ,840,860.9,826,818.55,844.05,848.05,846.58,901,638.1,21090646,"17,85,48,44,493.95",296045
06-Apr-22,EQ,852.95,862.65,840,848.05,850,849.85,853.17,901,638.1,8785541,"7,49,55,58,236.80",129846
07-Apr-22,EQ,850,866,813.6,849.85,820.45,817.4,840.56,901,638.1,11662093,"9,80,27,03,499.60",171399
08-Apr-22,EQ,823,844.8,817.4,817.4,840,839.3,833.34,901,638.1,5777924,"4,81,49,62,546.05",91200
11-Apr-22,EQ,840,860,839.3,839.3,854.5,854.55,851.38,901,638.1,6030153,"5,13,39,51,708.00",95147
12-Apr-22,EQ,853.9,859,835,854.55,843.8,844.9,848.19,901,638.1,5597246,"4,74,75,31,489.45",93891
13-Apr-22,EQ,849.9,854.9,836.5,844.9,838.15,840.5,844.86,901,638.1,2955807,"2,49,72,52,614.25",56221
18-Apr-22,EQ,831.35,846.75,821.4,840.5,845,842.7,833.04,901,638.1,3969878,"3,30,70,66,320.25",75702
19-Apr-22,EQ,849,850.25,807,842.7,811,819.3,836.8,901,638.1,4472320,"3,74,24,47,083.65",70271
20-Apr-22,EQ,825.6,835.95,820,819.3,829.25,827.65,827.5,901,638.1,3071216,"2,54,14,40,375.80",56523
21-Apr-22,EQ,833,858.9,832.3,827.65,850,850.5,845.67,901,638.1,5539106,"4,68,42,73,436.85",94014
22-Apr-22,EQ,847.45,886,840.7,850.5,874,874.15,876.01,901,638.1,17864000,"15,64,90,61,919.60",266895
